Source Language Sentence: ein hauptgrund f r das anwachsen der staatsverschuldung ist amerikas rasch alternde bev
Source Language Sentence: auf druck der vereinigten staaten wurde ein fr herer verweis der g auf
Target Language Sentence: at the insistence of the united states an earlier reference by the g
Transformer model output: in the united of the united states that billion billion of the united

Source Language Sentence: es ist wal mart EOS pad pad pad pad pad pad pad pad
Target Language Sentence: it is wal mart EOS pad pad pad pad pad pad pad pad
Transformer model output: it is it EOS EOS EOS EOS EOS EOS EOS EOS EOS EOS

Source Language Sentence: am mai blies der sicherheitsrat dem br chig gewordenen sanktionen wieder neues leben
Target Language Sentence: on may the security council gave the tottering sanctions regime a new lease
Transformer model output: the the the us council the the un of of on un security

Source Language Sentence: ein derartiger paradigmenwechsel erfordert investitionen in einem ausma wie beim apollo programm allerdings
Target Language Sentence: such a paradigm shift requires an apollo scale investment but in basic science
Transformer model output: but is result is is a more of of of is a is

Source Language Sentence: aus dieser neuen sicht auf materie k nnten sich neue potenziale ergeben EOS
Target Language Sentence: with such a fresh perspective on matter new potentials could emerge EOS pad
Transformer model output: new the new new of of new of new could be in in

Source Language Sentence: eine k rzung der steuerverg nstigungen in verbindung mit einer senkung der grenzsteuers
Target Language Sentence: reducing tax expenditures while lowering marginal tax rates can produce substantial revenue by
Transformer model output: in a of of a can can and can be a debt in

Source Language Sentence: bei beiden programmen zog man die kl gsten k pfe aus einer reihe
Target Language Sentence: each marshaled the sharpest minds from a range of countries to address one
Transformer model output: if of of two of of their impact of their are the their

Source Language Sentence: ihre unf higkeit die jahre w hrende milit rische besetzung pal stinensischen grund
Target Language Sentence: its inability to end the year military occupation of palestinian lands has not
Transformer model output: if leaders for the the eu of debt its its debt its to

Source Language Sentence: doch haben us firmen laut einwanderungsgesetzen zus tzlichen zugang zu ausl ndischen arbeitnehmern
Target Language Sentence: but us firms have additional access to foreign workers under the immigration laws
Transformer model output: but in leaders have been leaders to the and have the us and

Source Language Sentence: als teil des amerikanischen systems der checks amp balances hat der us kongress
Target Language Sentence: as part of america s system of checks and balances congress gets to
Transformer model output: indeed the of the s years s the from the the from the

Source Language Sentence: die besch ftigung im privaten sektor liegt noch immer millionen unter ihrem h
Target Language Sentence: private sector employment is still down million from its january peak EOS pad
Transformer model output: the growth is in the in in in the economic in in in

Source Language Sentence: man betrachte die folgenden anklagen EOS pad pad pad pad pad pad pad
Target Language Sentence: consider the following charges EOS pad pad pad pad pad pad pad pad
Transformer model output: the the EOS the EOS EOS EOS EOS EOS EOS EOS EOS EOS

Source Language Sentence: folglich wurde behauptet eine geb hr f r ausl ndische arbeitnehmer lie e
Target Language Sentence: thus it was asserted that a tax on foreign workers would reduce the
Transformer model output: moreover a was a that a new and a and was have a

Source Language Sentence: nirgends ist dies offensichtlicher als in der fixierung auf china das sowohl von
Target Language Sentence: nowhere is that more evident than in the fixation on china singled out
Transformer model output: it the the the than the the the icc and the and and

Source Language Sentence: etwa die h lfte aller us staatsschulden befindet sich derzeit im besitz von
Target Language Sentence: foreigners now hold roughly half of all us federal government debt and they
Transformer model output: indeed of are the of of the the and and and and the

Source Language Sentence: es schien als w re dies die nat rliche ordnung der dinge EOS
Target Language Sentence: it seemed that this was the natural order of things EOS pad pad
Transformer model output: it is to it would the european union to the to to to

Source Language Sentence: das funktionierte auch aber auf grunds tzlich andere art als geldpolitik normalerweise funktioniert
Target Language Sentence: it worked but in a way fundamentally different from how monetary policy normally
Transformer model output: the is but the the most of but but the but but but

Source Language Sentence: andererseits wird der auftritt ronald reagans bei seiner debatte mit jimmy carter im
Target Language Sentence: conversely ronald reagan s performance in his debate with carter in is often
Transformer model output: in in by to year in the year in the by the in

Source Language Sentence: obama ist nicht nur der erste afroamerikanische pr sidentschaftskandidat einer gro en partei
Target Language Sentence: obama is not only the first african american nominee of a major party
Transformer model output: the is not the the us time time states of the us state

Source Language Sentence: sie wiegten sich in der vorstellung dass sich durch finanzinnovationen schrotthypotheken irgendwie in
Target Language Sentence: they thought that financial innovations could somehow turn bad mortgages into good securities
Transformer model output: they are that the leaders have the the the the to the the

Source Language Sentence: aber genau das haben sie schon zweimal getan EOS pad pad pad pad
Target Language Sentence: but they already did twice EOS pad pad pad pad pad pad pad
Transformer model output: but they are have not EOS EOS EOS EOS EOS EOS EOS EOS

Source Language Sentence: was die arabischen l nder nicht in form von milit rischer unterst tzung
Target Language Sentence: but what the arab countries couldn t do with military support they were
Transformer model output: but the is most countries have in have not the countries in have

Source Language Sentence: ein gro teil der amerikaner ist bel gelaunt und die sprache des mitgef
Target Language Sentence: much of america is in a nasty mood and the language of compassion
Transformer model output: the of the is a the second of and is second of the

Source Language Sentence: mccain hingegen verf gt ber erfahrung als marinepilot und sa ber zwanzig jahre
Target Language Sentence: mccain has experience as a naval aviator and more than two decades in
Transformer model output: indeed the been as the new years the the than the than of

Source Language Sentence: wir reden also entweder ber direkte besch ftigungsprogramme der regierung oder umfangreiche steuergutschriften
Target Language Sentence: we are talking about either direct government employment programs or large tax credits
Transformer model output: if are to to the to or to or to or or or

Source Language Sentence: sie lehnen es ab die mittellosen zu unterst tzen und verteidigen steuersenkungen bei
Target Language Sentence: they refuse to come to the aid of the destitute and defend tax
Transformer model output: they have to the the the european and the european and the and

Source Language Sentence: sicherlich wird es kein fall von entweder oder sein EOS pad pad pad
Target Language Sentence: it is certainly not an either or proposition EOS pad pad pad pad
Transformer model output: will will no no be own EOS EOS EOS EOS EOS EOS EOS

Source Language Sentence: als asien und lateinamerika in den er jahren und am anfang des neuen
Target Language Sentence: when asia and latin america had their financial meltdowns in the s and
Transformer model output: as the and the the s more than than in the united united

Source Language Sentence: den amerikanischen familien geht es schlecht und die gew hlten vertreter des staates
Target Language Sentence: american families are hurting and elected officials want to pin the blame on
Transformer model output: it and to the the the in to to the the us EOS

Source Language Sentence: simple mathematik und grundlegende konomie sagen uns dass man ein multilaterales problem nicht
Target Language Sentence: simple arithmetic and basic economics tell us that a multilateral problem cannot be
Transformer model output: yet is is he is is not is is good way is not

Source Language Sentence: doch es k nnte sein dass die politiker zwei schritte brauchen zun chst
Target Language Sentence: but politicians may need two steps an initial failure to agree and then
Transformer model output: but the can not to countries that longer countries that the that the

Source Language Sentence: das ergebnis dieser entwicklungen wird wahrscheinlich ein langfristiger r ckgang der macht und
Target Language Sentence: the result of all of this is likely to be a long term
Transformer model output: the first is the is the is a to be a important important

Source Language Sentence: die trag die in japan erinnert uns daran dass atomenergie zwar kein co
Target Language Sentence: the tragedy in japan reminds us that though nuclear energy emits no co
Transformer model output: the us that us that that that we we states are not us

Source Language Sentence: im gegensatz dazu w rde obama h here defizite auflaufen lassen die ausgabensteigerungen
Target Language Sentence: obama by contrast would run larger deficits his spending increase is much larger
Transformer model output: in would the would be the to to security to to to to

Source Language Sentence: um die absolutistische macht zu erhalten und den ffentlichen zorn zu minimieren verlangten
Target Language Sentence: in order to maintain absolutist power and to minimize public anger the saudi
Transformer model output: to the to the the the the the the the debt to us

Source Language Sentence: in den er jahren f hrte amerika programme ein um arme gemeinden neu
Target Language Sentence: america in the s enacted programs to rebuild poor communities to fight air
Transformer model output: in in the united united in in the the than in the in

Source Language Sentence: sie wird durch den einfluss fundamentaler und historischer neuausrichtungen der wirtschaft und des
Target Language Sentence: it reflects the impact of fundamental and historic economic and financial re alignments
Transformer model output: they will the world of the and the government government the government the

Source Language Sentence: new york konomen sind sich im allgemeinen ber die vorteile des offenen handels
Target Language Sentence: new york economists generally agree on the advantages of openness in trade EOS
Transformer model output: new york the in the in the world of the of the and

Source Language Sentence: wenn sich die ausl ndischen pr sidenten nicht f r ihre w hler
Target Language Sentence: us congresswoman linda sanchez says that if foreign presidents don t speak up
Transformer model output: if if if if to the the the leaders the not be to

Source Language Sentence: amerika hatte eine moralische verantwortung die jungen menschen zu sch tzen die von
Target Language Sentence: america had a moral responsibility to protect the young people whom obama had
Transformer model output: moreover has been country country to the a country EOS EOS EOS EOS

Source Language Sentence: dies steht im kern des n rrischen einhackens auf china EOS pad pad
Target Language Sentence: this goes to the heart of the folly of china bashing EOS pad
Transformer model output: this is to the past of the past EOS the EOS EOS EOS

Source Language Sentence: damit der dreamliner starten steigen und auf einer gleichm igen h he bleiben
Target Language Sentence: for the dreamliner to take off ascend and maintain a steady altitude it
Transformer model output: the the us and the a a and a a political economic and

Source Language Sentence: der amerikanischen soft power kam der irak krieg teuer zu stehen die usa
Target Language Sentence: the iraq war proved costly to american soft power with the us losing
Transformer model output: the us war has in the the war the but the us but

Source Language Sentence: erstens sollten die ausgaben f r ffentliche investitionen mit hohem ertrag erh ht
Target Language Sentence: first spending on high return public investments should be increased EOS pad pad
Transformer model output: moreover the with the growth to and to be a than to to

Source Language Sentence: er w re zur ckgetreten EOS pad pad pad pad pad pad pad
Target Language Sentence: he would have resigned EOS pad pad pad pad pad pad pad pad
Transformer model output: it would be be EOS EOS EOS EOS EOS EOS EOS EOS EOS

Source Language Sentence: j ngster pr zedenzfall hierf r ist die von beiden parteien getragene bereinkunft
Target Language Sentence: the most recent precedent was the bipartisan agreement reached earlier this year on
Transformer model output: the first first first of the first of for for the s for

Source Language Sentence: die nderung in der haltung dernew york times k ndigt leider keinen umschwung
Target Language Sentence: the change of position by thetimes unfortunately does not herald an about face
Transformer model output: the new that the that the could that that be that new the

Source Language Sentence: aber auch f r die nichtdiskriminierung im handel gibt es berzeugende argumente EOS
Target Language Sentence: but the case for non discrimination in trade is also a compelling one
Transformer model output: but there most of the countries and the and the the most of

Source Language Sentence: manche menschen haben bedenken dass obama zwar gut f r die soft power
Target Language Sentence: some people worry that obama might be good for american soft power but
Transformer model output: yet that that that the have have the that the people and that

Source Language Sentence: heute beklagen sich viele us politiker ber die mangelnde transparenz der staatsfonds gro
Target Language Sentence: now many us politicians are complaining about the transparency of sovereign wealth funds
Transformer model output: many the us are are the on the us of the and and

Source Language Sentence: in libyen hingegen waren die erfordernisse anders geartet EOS pad pad pad pad
Target Language Sentence: in libya however the need was different EOS pad pad pad pad pad
Transformer model output: in the the the united in in in in in in EOS EOS

Source Language Sentence: die liberalen reformer die eingesperrt wurden h tten den weg f r einen
Target Language Sentence: the liberal reformers who have been jailed could have paved the way for
Transformer model output: the recent of of have been a that been been the us that

Source Language Sentence: eine andere form von hilfe war von n ten es war jedoch kompliziert
Target Language Sentence: another type of help was needed but deciding what form it should take
Transformer model output: but few of course have a but it but it but was not

Source Language Sentence: meiner ansicht nach k nnte die konzentration auf globale ffentliche g ter dinge
Target Language Sentence: in my view a focus on global public goods things everyone can consume
Transformer model output: but the countries of new of the countries countries of could could be

Source Language Sentence: ob sich die aufgrund des finanzchaos misstrauisch gestimmten amerikaner am november davon beeinflussen
Target Language Sentence: whether that will sway american voters wary of financial turmoil on november remains
Transformer model output: if the are be the leaders from from their and their their from

Source Language Sentence: die im kongress ausgetragene kraftprobe des letzten jahres ber die schuldenobergrenze hat die
Target Language Sentence: last year s congressional showdown over the federal debt ceiling may have cost
Transformer model output: the years the world years has the past states in has the been

Source Language Sentence: doch wollte die regierung obama nicht wegen der verstaatlichung von banken als sozialistisch
Target Language Sentence: but the obama administration did not want to be tagged as socialist for
Transformer model output: but the first s was not be to the the the the government

